SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22024,1630556,0022400599,"Jan 20, 2025",DAL @ CHA,L,9,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,1,0,0,1,0,2,1
22024,1630556,0022400448,"Dec 30, 2024",DAL @ SAC,L,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,1
22024,1630556,0022400434,"Dec 28, 2024",DAL @ POR,L,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,1
22024,1630556,0022400425,"Dec 27, 2024",DAL @ PHX,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,1
22024,1630556,0022400401,"Dec 23, 2024",DAL vs. POR,W,9,0,3,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,1,0,2,0,-6,1
22024,1630556,0022400385,"Dec 21, 2024",DAL vs. LAC,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
22024,1630556,0022400368,"Dec 19, 2024",DAL vs. LAC,L,3,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-6,1
22024,1630556,0022401228,"Dec 15, 2024",DAL @ GSW,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
22024,1630556,0022401203,"Dec 10, 2024",DAL @ OKC,L,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,1
22024,1630556,0022400304,"Nov 30, 2024",DAL @ UTA,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,1
22024,1630556,0022400190,"Nov 08, 2024",DAL vs. PHX,L,2,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-4,1
22024,1630556,0022400176,"Nov 06, 2024",DAL vs. CHI,W,5,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,-8,1
22024,1630556,0022400110,"Oct 28, 2024",DAL vs. UTA,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5,1
