SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22024,202692,0022400786,"Feb 13, 2025",MIA @ DAL,L,28,3,7,0.429,2,5,0.4,4,7,0.571,2,5,7,4,1,0,1,1,12,-2,1
22024,202692,0022400778,"Feb 12, 2025",MIA @ OKC,L,28,3,8,0.375,1,3,0.333,4,5,0.8,1,8,9,1,2,1,1,2,11,-14,1
22024,202692,0022400759,"Feb 10, 2025",MIA vs. BOS,L,26,5,7,0.714,3,5,0.6,0,0,0.0,1,6,7,0,0,0,0,0,13,6,1
22024,202692,0022400714,"Feb 04, 2025",MIA @ CHI,L,18,3,8,0.375,3,7,0.429,0,0,0.0,1,3,4,2,2,1,0,2,9,-2,1
22024,202692,0022400607,"Jan 21, 2025",MIA vs. POR,L,13,0,3,0.0,0,3,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-22,1
22024,202692,0022400570,"Jan 15, 2025",MIA @ LAL,L,21,3,3,1.0,2,2,1.0,0,0,0.0,0,2,2,0,0,0,2,0,8,1,1
22024,202692,0022400553,"Jan 13, 2025",MIA @ LAC,L,10,0,4,0.0,0,2,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-6,1
22024,202692,0022400536,"Jan 11, 2025",MIA @ POR,W,8,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,3,0,0,0,1,0,5,1
22024,202692,0022400523,"Jan 09, 2025",MIA @ UTA,W,18,2,7,0.286,2,7,0.286,0,0,0.0,1,6,7,1,1,0,2,1,6,4,1
22024,202692,0022400508,"Jan 07, 2025",MIA @ GSW,W,25,3,6,0.5,3,6,0.5,2,3,0.667,0,4,4,0,1,0,0,1,11,17,1
22024,202692,0022400481,"Jan 04, 2025",MIA vs. UTA,L,5,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,-4,1
22024,202692,0022400463,"Jan 02, 2025",MIA vs. IND,L,9,1,1,1.0,1,1,1.0,0,0,0.0,0,2,2,0,0,0,0,0,3,-5,1
22024,202692,0022400457,"Jan 01, 2025",MIA vs. NOP,W,19,1,4,0.25,1,2,0.5,3,3,1.0,0,1,1,2,0,0,0,0,6,2,1
22024,202692,0022400439,"Dec 29, 2024",MIA @ HOU,W,18,1,5,0.2,1,5,0.2,1,1,1.0,0,0,0,0,0,0,2,1,4,-2,1
22024,202692,0022400427,"Dec 28, 2024",MIA @ ATL,L,19,3,9,0.333,2,6,0.333,2,2,1.0,0,1,1,1,1,0,0,1,10,-16,1
22024,202692,0022400411,"Dec 26, 2024",MIA @ ORL,W,32,4,5,0.8,3,3,1.0,6,7,0.857,1,5,6,0,3,0,1,3,17,17,1
22024,202692,0022400396,"Dec 23, 2024",MIA vs. BKN,W,24,4,8,0.5,3,6,0.5,1,2,0.5,1,2,3,1,1,1,0,2,12,17,1
22024,202692,0022400316,"Dec 02, 2024",MIA @ BOS,L,8,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1
22024,202692,0022400309,"Dec 01, 2024",MIA @ TOR,L,6,1,2,0.5,1,2,0.5,1,2,0.5,0,1,1,1,2,0,0,0,4,11,1
22024,202692,0022400046,"Nov 29, 2024",MIA vs. TOR,W,7,0,2,0.0,0,2,0.0,2,2,1.0,0,2,2,0,0,0,0,0,2,-4,1
22024,202692,0022400286,"Nov 27, 2024",MIA @ CHA,W,6,1,1,1.0,0,0,0.0,0,0,0.0,1,2,3,0,0,0,1,1,2,2,1
22024,202692,0022400036,"Nov 26, 2024",MIA vs. MIL,L,13,1,3,0.333,0,0,0.0,0,0,0.0,0,1,1,0,0,1,0,1,2,2,1
22024,202692,0022400273,"Nov 24, 2024",MIA vs. DAL,W,31,5,9,0.556,4,8,0.5,1,2,0.5,0,2,2,3,1,1,0,1,15,11,1
22024,202692,0022400245,"Nov 18, 2024",MIA vs. PHI,W,19,3,8,0.375,1,6,0.167,0,0,0.0,1,5,6,3,0,0,0,0,7,27,1
22024,202692,0022400178,"Nov 06, 2024",MIA @ PHX,L,16,2,4,0.5,1,2,0.5,0,0,0.0,0,2,2,4,1,0,0,1,5,-15,1
22024,202692,0022400159,"Nov 04, 2024",MIA vs. SAC,L,13,0,3,0.0,0,1,0.0,2,2,1.0,0,0,0,0,1,0,0,0,2,7,1
22024,202692,0022400147,"Nov 02, 2024",MIA @ WAS,W,29,5,8,0.625,5,7,0.714,0,0,0.0,2,1,3,3,1,0,1,1,15,6,1
22024,202692,0022400105,"Oct 28, 2024",MIA vs. DET,W,9,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,2,0,0,0,0,0,4,1
22024,202692,0022400088,"Oct 26, 2024",MIA @ CHA,W,25,3,4,0.75,3,4,0.75,0,0,0.0,0,2,2,0,0,1,0,0,9,7,1
