SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22024,202692,0022401177,"Apr 11, 2025",MIA @ NOP,W,22,4,7,0.571,4,7,0.571,0,0,0.0,0,4,4,3,1,0,2,1,12,39,1
22024,202692,0022401160,"Apr 09, 2025",MIA @ CHI,L,16,2,6,0.333,2,4,0.5,1,1,1.0,0,2,2,0,2,0,0,1,7,-4,1
22024,202692,0022401145,"Apr 07, 2025",MIA vs. PHI,W,15,4,9,0.444,3,6,0.5,0,0,0.0,0,0,0,2,0,0,3,2,11,-8,1
22024,202692,0022401131,"Apr 05, 2025",MIA vs. MIL,L,35,8,18,0.444,6,14,0.429,2,2,1.0,1,4,5,2,0,0,1,2,24,7,1
22024,202692,0022401114,"Apr 03, 2025",MIA vs. MEM,L,16,1,6,0.167,0,5,0.0,0,0,0.0,0,2,2,1,0,0,2,0,2,0,1
22024,202692,0022401106,"Apr 02, 2025",MIA @ BOS,W,19,4,5,0.8,1,2,0.5,1,1,1.0,0,2,2,0,0,0,0,0,10,-10,1
22024,202692,0022401092,"Mar 31, 2025",MIA @ WAS,W,18,1,5,0.2,1,5,0.2,0,0,0.0,0,3,3,2,1,1,2,0,3,18,1
22024,202692,0022401076,"Mar 29, 2025",MIA @ PHI,W,20,7,13,0.538,6,12,0.5,0,0,0.0,1,2,3,0,1,0,0,2,20,14,1
22024,202692,0022401062,"Mar 27, 2025",MIA vs. ATL,W,16,3,7,0.429,3,6,0.5,2,3,0.667,0,1,1,2,0,0,1,2,11,-5,1
22024,202692,0022401047,"Mar 25, 2025",MIA vs. GSW,W,24,6,8,0.75,5,7,0.714,0,0,0.0,0,2,2,0,1,0,1,1,17,5,1
22024,202692,0022401032,"Mar 23, 2025",MIA vs. CHA,W,8,2,5,0.4,2,5,0.4,0,0,0.0,0,0,0,0,0,0,1,0,6,-6,1
22024,202692,0022401015,"Mar 21, 2025",MIA vs. HOU,L,4,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-6,1
22024,202692,0022401000,"Mar 19, 2025",MIA vs. DET,L,14,1,4,0.25,1,4,0.25,1,1,1.0,0,3,3,2,0,0,0,0,4,-4,1
22024,202692,0022400893,"Mar 05, 2025",MIA @ CLE,L,25,2,8,0.25,1,5,0.2,0,1,0.0,0,5,5,2,0,0,0,0,5,9,1
22024,202692,0022400877,"Mar 03, 2025",MIA vs. WAS,W,26,3,7,0.429,3,7,0.429,0,0,0.0,0,3,3,1,1,0,1,3,9,0,1
22024,202692,0022400869,"Mar 02, 2025",MIA vs. NYK,L,25,4,5,0.8,4,5,0.8,0,0,0.0,0,3,3,3,1,0,1,0,12,6,1
22024,202692,0022400854,"Feb 28, 2025",MIA vs. IND,W,21,5,9,0.556,3,5,0.6,0,0,0.0,0,3,3,1,0,0,3,1,13,12,1
22024,202692,0022400841,"Feb 26, 2025",MIA vs. ATL,W,5,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1
22024,202692,0022400825,"Feb 24, 2025",MIA @ ATL,L,27,1,12,0.083,1,8,0.125,2,2,1.0,1,4,5,1,2,0,0,1,5,-13,1
22024,202692,0022400800,"Feb 21, 2025",MIA @ TOR,W,6,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,1
